"date","Code","dataSource","currency","Price","quantity","Action","Fee","Note"
"20231023","cardano","COINGECKO","EUR","1E-05","0.000115","BUY","0","staking: Bitvavo Transaction ID: 14433567-ca4c-43f2-9d39-225418359114"
"20231023","ethereum","COINGECKO","EUR","1E-05","0.00019619","BUY","0","staking: Bitvavo Transaction ID: ecc503ce-78db-4674-a672-e7f54deb9987"
"20231023","tron","COINGECKO","EUR","1E-05","0.19493","BUY","0","staking: Bitvavo Transaction ID: 454abc1d-3e42-4d44-99ea-f56009189c27"
"20231016","bitcoin","COINGECKO","EUR","1E-05","5.33E-06","BUY","0","staking: Bitvavo Transaction ID: 6301c054-0b74-48f3-8108-dad5cb0433f5"
"20231016","cardano","COINGECKO","EUR","1E-05","0.000115","BUY","0","staking: Bitvavo Transaction ID: e3dc5aeb-b8f4-4997-a22f-2669edebe9a0"
"20231016","ethereum","COINGECKO","EUR","1E-05","0.00019615","BUY","0","staking: Bitvavo Transaction ID: 5387387b-fc1c-44eb-b659-421dd584ac10"
"20231016","tron","COINGECKO","EUR","1E-05","0.194892","BUY","0","staking: Bitvavo Transaction ID: 4ed261af-2744-4f0a-b7f9-955215043414"
"20231009","bitcoin","COINGECKO","EUR","1E-05","5.33E-06","BUY","0","staking: Bitvavo Transaction ID: 96f22029-2c7f-4f81-a0f7-c44253237487"
"20231009","tron","COINGECKO","EUR","1E-05","0.194853","BUY","0","staking: Bitvavo Transaction ID: 7be00180-b94b-4bff-9058-93a82120cb29"
"20231009","cardano","COINGECKO","EUR","1E-05","0.000115","BUY","0","staking: Bitvavo Transaction ID: 2238eb10-2306-44b8-a80f-af3f0c864fa9"
"20231009","ethereum","COINGECKO","EUR","1E-05","0.00019611","BUY","0","staking: Bitvavo Transaction ID: 6f96263a-63b5-4d49-8942-e9bcc6453bc8"
"20231002","tron","COINGECKO","EUR","1E-05","0.194815","BUY","0","staking: Bitvavo Transaction ID: 770815e3-bca1-4746-83ad-bcc99c000ae2"
"20231002","bitcoin","COINGECKO","EUR","1E-05","5.33E-06","BUY","0","staking: Bitvavo Transaction ID: 3db13306-ee9c-4d46-b69d-b4f3decd729d"
"20231002","cardano","COINGECKO","EUR","1E-05","0.000115","BUY","0","staking: Bitvavo Transaction ID: b65236c5-ad50-48ef-bd91-0861f62ad46f"
"20231002","ethereum","COINGECKO","EUR","1E-05","0.00019608","BUY","0","staking: Bitvavo Transaction ID: cf5c758e-5292-41a3-aa56-b8378809b86f"
"20230925","tron","COINGECKO","EUR","1E-05","0.194777","BUY","0","staking: Bitvavo Transaction ID: 092581c1-6218-4775-9fab-77f944ff6ab4"
"20230925","cardano","COINGECKO","EUR","1E-05","0.000115","BUY","0","staking: Bitvavo Transaction ID: e5b2841a-a1a0-40e8-b8cd-8af6d3b2bbf9"
"20230925","ethereum","COINGECKO","EUR","1E-05","0.00019604","BUY","0","staking: Bitvavo Transaction ID: 0594b271-e47b-439f-ade8-fd3e77bea41a"
"20230925","bitcoin","COINGECKO","EUR","1E-05","5.33E-06","BUY","0","staking: Bitvavo Transaction ID: ff346c0b-e233-4b8e-b554-5e6edb6271fa"
"20230918","cardano","COINGECKO","EUR","1E-05","0.000115","BUY","0","staking: Bitvavo Transaction ID: 63364ec3-e385-458a-b5ea-7655274d477d"
"20230918","ethereum","COINGECKO","EUR","1E-05","0.000196","BUY","0","staking: Bitvavo Transaction ID: ec7d7682-96c0-4e92-a63b-f52dcfc52d59"
"20230918","bitcoin","COINGECKO","EUR","1E-05","5.33E-06","BUY","0","staking: Bitvavo Transaction ID: e744e1cf-c4ca-42dd-a84e-eab021439aa3"
"20230918","tron","COINGECKO","EUR","1E-05","0.194738","BUY","0","staking: Bitvavo Transaction ID: d581bdcd-3f84-4d49-85e1-2f8cfbcf2244"
"20230911","tron","COINGECKO","EUR","1E-05","0.1947","BUY","0","staking: Bitvavo Transaction ID: 5a2cfdab-1870-4900-845b-c5c53a84e5e8"
"20230911","cardano","COINGECKO","EUR","1E-05","0.000114","BUY","0","staking: Bitvavo Transaction ID: 1065acee-1d4e-4bde-b02e-00793db3c6a0"
"20230911","bitcoin","COINGECKO","EUR","1E-05","6.1E-06","BUY","0","staking: Bitvavo Transaction ID: 41c1ed29-8de9-4f98-8704-b139092d6d2d"
"20230911","ethereum","COINGECKO","EUR","1E-05","0.00019596","BUY","0","staking: Bitvavo Transaction ID: 2235eda7-1d45-47fe-8da1-0c3395ed7aa6"
"20230904","cardano","COINGECKO","EUR","1E-05","0.000114","BUY","0","staking: Bitvavo Transaction ID: 0af10aa9-bb8c-46ef-a953-5e5ecb84d0b2"
"20230904","bitcoin","COINGECKO","EUR","1E-05","8.04E-06","BUY","0","staking: Bitvavo Transaction ID: 8d3b7b99-df59-4a9c-9645-37caaa8fd813"
"20230904","ethereum","COINGECKO","EUR","1E-05","0.00019592","BUY","0","staking: Bitvavo Transaction ID: 6e355e2d-999c-4029-bec6-13a9ee0d7f93"
"20230904","tron","COINGECKO","EUR","1E-05","0.194662","BUY","0","staking: Bitvavo Transaction ID: d4bcf2d5-4cac-4940-b798-7cb3c242064a"
"20230828","tron","COINGECKO","EUR","1E-05","0.194624","BUY","0","staking: Bitvavo Transaction ID: 3d2f8deb-c28b-4561-9118-076d657b1430"
"20230828","cardano","COINGECKO","EUR","1E-05","0.000114","BUY","0","staking: Bitvavo Transaction ID: 3acebaca-dcdb-49e8-8bc6-b2a93422fbb4"
"20230828","bitcoin","COINGECKO","EUR","1E-05","8.04E-06","BUY","0","staking: Bitvavo Transaction ID: 3a5dadd1-796c-4642-a7a8-99d32d083af2"
"20230828","ethereum","COINGECKO","EUR","1E-05","0.00019589","BUY","0","staking: Bitvavo Transaction ID: 6c1bbf27-460d-4caf-b9a5-859c4811d21b"
"20230821","cardano","COINGECKO","EUR","1E-05","0.000114","BUY","0","staking: Bitvavo Transaction ID: d1c41812-9da6-41fc-9a3f-5c97224a7062"
"20230821","bitcoin","COINGECKO","EUR","1E-05","8.04E-06","BUY","0","staking: Bitvavo Transaction ID: 44d0c42e-93e3-46a8-b0e6-9c0c39dcda19"
"20230821","ethereum","COINGECKO","EUR","1E-05","0.00019585","BUY","0","staking: Bitvavo Transaction ID: 48221e74-f73b-4de4-89bd-635c1c2b415f"
"20230821","tron","COINGECKO","EUR","1E-05","0.194585","BUY","0","staking: Bitvavo Transaction ID: 3cb23052-e6ed-42be-92ea-6e3e77d8b50e"
"20230814","cardano","COINGECKO","EUR","1E-05","0.000114","BUY","0","staking: Bitvavo Transaction ID: 856f620f-3640-46e2-8d10-9b3a57e9a817"
"20230814","bitcoin","COINGECKO","EUR","1E-05","8.03E-06","BUY","0","staking: Bitvavo Transaction ID: 37fbbfae-4f4b-4aeb-9c73-9476018b2843"
"20230814","ethereum","COINGECKO","EUR","1E-05","0.00019581","BUY","0","staking: Bitvavo Transaction ID: 6e05aadc-c455-42a4-aa28-61759b7934f5"
"20230814","tron","COINGECKO","EUR","1E-05","0.194547","BUY","0","staking: Bitvavo Transaction ID: cead26a9-f672-4e50-9514-3ce476d13cfd"
"20230807","cardano","COINGECKO","EUR","1E-05","0.000114","BUY","0","staking: Bitvavo Transaction ID: 2d932ebf-8ee4-48c9-854c-06059c4a03a3"
"20230807","bitcoin","COINGECKO","EUR","1E-05","6.84E-06","BUY","0","staking: Bitvavo Transaction ID: f1935c12-156a-48fb-86eb-adfe344587de"
"20230807","ethereum","COINGECKO","EUR","1E-05","0.00019577","BUY","0","staking: Bitvavo Transaction ID: 513ebda8-457b-4b87-a44d-58a20e66d5e2"
"20230807","tron","COINGECKO","EUR","1E-05","0.194509","BUY","0","staking: Bitvavo Transaction ID: c9eae3f3-cf4a-4a44-ac4a-b1f7d8edd2bf"
"20230806","dogecoin","COINGECKO","EUR","1E-05","156.0023","BUY","0","deposit: Bitvavo Transaction ID: 3eee0470-4b4e-46d7-a439-d7f4e1254306"
"20230806","bitcoin","COINGECKO","EUR","1E-05","0.00813635","BUY","0","deposit: Bitvavo Transaction ID: b9c3fe5d-e869-471b-9fba-b8578505479c"
"20230806","shiba-inu","COINGECKO","EUR","1E-05","1242938","BUY","0","deposit: Bitvavo Transaction ID: 029e419f-d185-495c-a7bc-5c5fbb230ba1"
"20230806","stellar","COINGECKO","EUR","1E-05","1155.722","BUY","0","deposit: Bitvavo Transaction ID: 37c55348-0e06-4b38-927b-6183d56f1a41"
"20230731","bitcoin","COINGECKO","EUR","1E-05","6.84E-06","BUY","0","staking: Bitvavo Transaction ID: 18ccc660-2a90-45ff-8083-c0cf1bc7e82e"
"20230731","ethereum","COINGECKO","EUR","1E-05","0.00019574","BUY","0","staking: Bitvavo Transaction ID: 63fa3e55-0a63-4c0e-83ba-cbd135568035"
"20230731","tron","COINGECKO","EUR","1E-05","0.194471","BUY","0","staking: Bitvavo Transaction ID: 1da472ef-2c39-4681-827d-c039d8f58d1f"
"20230731","cardano","COINGECKO","EUR","1E-05","0.000114","BUY","0","staking: Bitvavo Transaction ID: 5a488f1e-1d02-4cb4-9ae0-9a815e2a8f35"
"20230724","cardano","COINGECKO","EUR","1E-05","0.000114","BUY","0","staking: Bitvavo Transaction ID: ba7fd35c-07aa-4956-8645-a105bc82bf24"
"20230724","bitcoin","COINGECKO","EUR","1E-05","6.83E-06","BUY","0","staking: Bitvavo Transaction ID: 68d8d82f-3986-4dec-80f0-ba6a6b9d78f0"
"20230724","ethereum","COINGECKO","EUR","1E-05","0.0001957","BUY","0","staking: Bitvavo Transaction ID: fcf8962d-3190-40b3-90a9-bdc3bd8ffe9b"
"20230724","tron","COINGECKO","EUR","1E-05","0.194432","BUY","0","staking: Bitvavo Transaction ID: 3fa543f9-b852-467f-9a0b-a1e8e7915d6f"
"20230717","bitcoin","COINGECKO","EUR","1E-05","6.83E-06","BUY","0","staking: Bitvavo Transaction ID: 87c5fc14-47fe-4994-b58f-45a28f233e4a"
"20230717","ethereum","COINGECKO","EUR","1E-05","0.00019566","BUY","0","staking: Bitvavo Transaction ID: 11839ed3-cb90-412f-ada4-7b73303ba3cc"
"20230717","tron","COINGECKO","EUR","1E-05","0.194394","BUY","0","staking: Bitvavo Transaction ID: 6a59a068-4a10-4982-84e2-86bbee1ce05d"
"20230717","cardano","COINGECKO","EUR","1E-05","0.000114","BUY","0","staking: Bitvavo Transaction ID: 125d2507-3ee8-447c-9c5f-57ff188b95b8"
"20230710","cardano","COINGECKO","EUR","1E-05","0.000123","BUY","0","staking: Bitvavo Transaction ID: 937ef899-c507-4919-a246-48e014634445"
"20230710","bitcoin","COINGECKO","EUR","1E-05","6.83E-06","BUY","0","staking: Bitvavo Transaction ID: 4f11a139-822e-4254-8945-a53f7526df87"
"20230710","ethereum","COINGECKO","EUR","1E-05","0.00019562","BUY","0","staking: Bitvavo Transaction ID: 201fcc1e-b14a-4a79-83ac-b36246a31a2d"
"20230710","tron","COINGECKO","EUR","1E-05","0.194356","BUY","0","staking: Bitvavo Transaction ID: f3fb8a89-dbf5-4e87-81ac-8822c1e5fc74"
"20230703","tron","COINGECKO","EUR","1E-05","0.194318","BUY","0","staking: Bitvavo Transaction ID: 4dd5e996-cbfe-429d-a632-68253280d35d"
"20230703","cardano","COINGECKO","EUR","1E-05","0.000145","BUY","0","staking: Bitvavo Transaction ID: 2fd3e479-8abc-49f8-99c5-aabe9b65159c"
"20230703","bitcoin","COINGECKO","EUR","1E-05","6.83E-06","BUY","0","staking: Bitvavo Transaction ID: 57936cd5-744d-4159-a28a-ba70ff3ff65d"
"20230703","ethereum","COINGECKO","EUR","1E-05","0.00019558","BUY","0","staking: Bitvavo Transaction ID: 14a509a2-dcf8-4cca-b668-9eabc58b99e9"
"20230626","cardano","COINGECKO","EUR","1E-05","0.000144","BUY","0","staking: Bitvavo Transaction ID: 46a7221d-0beb-46e0-8c7d-38c18a9e7af3"
"20230626","bitcoin","COINGECKO","EUR","1E-05","6.83E-06","BUY","0","staking: Bitvavo Transaction ID: 644a8367-0dc9-4a21-82c0-277bc5161a7b"
"20230626","ethereum","COINGECKO","EUR","1E-05","0.00019555","BUY","0","staking: Bitvavo Transaction ID: 59718d62-448d-4180-85ee-7d20ce699989"
"20230626","tron","COINGECKO","EUR","1E-05","0.19428","BUY","0","staking: Bitvavo Transaction ID: 457a21bb-7407-4fb2-990e-70591a75f2d3"
"20230620","bitcoin","COINGECKO","EUR","1E-05","6.83E-06","BUY","0","staking: Bitvavo Transaction ID: 154937bd-7995-4c12-a3cd-effcb468b95c"
"20230620","ethereum","COINGECKO","EUR","1E-05","0.00019551","BUY","0","staking: Bitvavo Transaction ID: fa725144-03da-46d3-8d6c-a2c26f842937"
"20230620","tron","COINGECKO","EUR","1E-05","0.194241","BUY","0","staking: Bitvavo Transaction ID: 3e5e02ae-bb34-4219-9df4-ace8803b813c"
"20230620","cardano","COINGECKO","EUR","1E-05","0.000144","BUY","0","staking: Bitvavo Transaction ID: 492c3386-7647-458b-8403-dbc20205e563"
"20230612","cardano","COINGECKO","EUR","1E-05","0.000144","BUY","0","staking: Bitvavo Transaction ID: 18fa89ee-c5c1-4cfd-97ae-4fe01ff64a46"
"20230612","bitcoin","COINGECKO","EUR","1E-05","6.83E-06","BUY","0","staking: Bitvavo Transaction ID: 63753f0f-5bdd-4b85-91a6-711916add5da"
"20230612","ethereum","COINGECKO","EUR","1E-05","0.00019547","BUY","0","staking: Bitvavo Transaction ID: b5b31fa8-9ac4-483e-aeb2-d8d63089816b"
"20230612","tron","COINGECKO","EUR","1E-05","0.194203","BUY","0","staking: Bitvavo Transaction ID: ba54a302-37e2-43c2-b42c-41272e078e39"
"20230605","cardano","COINGECKO","EUR","1E-05","0.000144","BUY","0","staking: Bitvavo Transaction ID: 9e26f1d9-1a4b-47b1-b8db-99beae219788"
"20230605","bitcoin","COINGECKO","EUR","1E-05","6.83E-06","BUY","0","staking: Bitvavo Transaction ID: 905d1dbb-cfd8-48d8-8951-25da18cc4ac6"
"20230605","ethereum","COINGECKO","EUR","1E-05","0.00019543","BUY","0","staking: Bitvavo Transaction ID: e35d1cee-4305-4610-b435-dae54a76416c"
"20230605","tron","COINGECKO","EUR","1E-05","0.194165","BUY","0","staking: Bitvavo Transaction ID: 62726b50-c12b-45eb-8c53-4e6979d783ba"
"20230529","cardano","COINGECKO","EUR","1E-05","0.000144","BUY","0","staking: Bitvavo Transaction ID: 8aef44d8-6733-491a-a8f7-9b61f0f16258"
"20230529","bitcoin","COINGECKO","EUR","1E-05","6.83E-06","BUY","0","staking: Bitvavo Transaction ID: 1f4b4761-a6ec-4212-8d6a-cea4eafa11d7"
"20230529","ethereum","COINGECKO","EUR","1E-05","0.0001954","BUY","0","staking: Bitvavo Transaction ID: 08106f16-aaee-420b-8850-11b1c7f30d20"
"20230529","tron","COINGECKO","EUR","1E-05","0.194127","BUY","0","staking: Bitvavo Transaction ID: 3faf8aec-3481-47ec-99a5-2c0b1bf8dc94"
"20230522","cardano","COINGECKO","EUR","1E-05","0.000144","BUY","0","staking: Bitvavo Transaction ID: 0c8caf26-dc54-415e-95e4-4da0ba35dc6d"
"20230522","bitcoin","COINGECKO","EUR","1E-05","6.83E-06","BUY","0","staking: Bitvavo Transaction ID: d749a4e7-b7b3-4eb4-ad55-c1292aaa9773"
"20230522","ethereum","COINGECKO","EUR","1E-05","0.00019536","BUY","0","staking: Bitvavo Transaction ID: 7ba98293-98f4-42a9-a499-5ea19485835c"
"20230522","tron","COINGECKO","EUR","1E-05","0.194089","BUY","0","staking: Bitvavo Transaction ID: 407cb054-5cd6-49dd-93c3-4375be1ab18e"
"20230515","tron","COINGECKO","EUR","1E-05","0.194051","BUY","0","staking: Bitvavo Transaction ID: 2b4d7d12-15c3-4c83-bb78-80b9a5252a4e"
"20230515","cardano","COINGECKO","EUR","1E-05","0.000144","BUY","0","staking: Bitvavo Transaction ID: 918030d8-5f44-436d-9b17-b547495312dc"
"20230515","bitcoin","COINGECKO","EUR","1E-05","6.82E-06","BUY","0","staking: Bitvavo Transaction ID: cdfeba12-5bd7-48dd-908c-3e023bc19c8a"
"20230515","ethereum","COINGECKO","EUR","1E-05","0.00019532","BUY","0","staking: Bitvavo Transaction ID: e01b4796-585a-4914-9d25-098ef64be63b"
"20230508","cardano","COINGECKO","EUR","1E-05","0.000144","BUY","0","staking: Bitvavo Transaction ID: b576887b-c026-47ed-be27-6bd47b70ec34"
"20230508","bitcoin","COINGECKO","EUR","1E-05","6.82E-06","BUY","0","staking: Bitvavo Transaction ID: 7072d68a-671f-4557-a904-ff6f500a33ef"
"20230508","ethereum","COINGECKO","EUR","1E-05","0.00019528","BUY","0","staking: Bitvavo Transaction ID: f3ba05e6-16a3-4c68-a229-6038425f82b9"
"20230508","tron","COINGECKO","EUR","1E-05","0.194013","BUY","0","staking: Bitvavo Transaction ID: 2aaad6e0-cc61-4783-8380-d6bc862e4d03"
"20230501","tron","COINGECKO","EUR","1E-05","0.193974","BUY","0","staking: Bitvavo Transaction ID: bd960641-e63b-43bf-ad87-cd1cf25c235d"
"20230501","cardano","COINGECKO","EUR","1E-05","0.000144","BUY","0","staking: Bitvavo Transaction ID: 25d56072-3c1d-41d0-bc77-c3b9074e7933"
"20230501","bitcoin","COINGECKO","EUR","1E-05","6.82E-06","BUY","0","staking: Bitvavo Transaction ID: bcf51c12-66c1-4601-8871-9196eacdf1fe"
"20230501","ethereum","COINGECKO","EUR","1E-05","0.00019525","BUY","0","staking: Bitvavo Transaction ID: 5d8a275f-8c04-459e-9a7e-b7bc0301d689"
"20230424","cardano","COINGECKO","EUR","1E-05","0.000148","BUY","0","staking: Bitvavo Transaction ID: 1a8933f2-f749-4d05-bc44-29912107b31d"
"20230424","bitcoin","COINGECKO","EUR","1E-05","6.82E-06","BUY","0","staking: Bitvavo Transaction ID: 85daf973-300b-4252-acbc-eed8f3126bcc"
"20230424","ethereum","COINGECKO","EUR","1E-05","0.00019521","BUY","0","staking: Bitvavo Transaction ID: 877ceb2e-1b55-429b-9666-23f35a5bab5f"
"20230424","tron","COINGECKO","EUR","1E-05","0.193936","BUY","0","staking: Bitvavo Transaction ID: 9d5597f4-cd8a-4b6e-aeab-b570e124031f"
"20230417","bitcoin","COINGECKO","EUR","1E-05","6.82E-06","BUY","0","staking: Bitvavo Transaction ID: ecb5dbc6-6656-41b2-8ebb-cbb6278bd156"
"20230417","ethereum","COINGECKO","EUR","1E-05","0.00019517","BUY","0","staking: Bitvavo Transaction ID: 198da812-48dc-4199-a3b7-5c2c5d1411ab"
"20230417","tron","COINGECKO","EUR","1E-05","0.193898","BUY","0","staking: Bitvavo Transaction ID: 6af3e351-81be-4ee6-8c6c-bfdd075a1f6c"
"20230417","cardano","COINGECKO","EUR","1E-05","0.000174","BUY","0","staking: Bitvavo Transaction ID: 80ddc002-c1d4-4578-b127-ce9e6b809e71"
"20230410","cardano","COINGECKO","EUR","1E-05","0.000174","BUY","0","staking: Bitvavo Transaction ID: 07180cba-c170-44f3-9ec3-480796da887e"
"20230410","bitcoin","COINGECKO","EUR","1E-05","6.82E-06","BUY","0","staking: Bitvavo Transaction ID: 5ece40c7-0aa6-44af-9b5c-eef2fcd6d73e"
"20230410","ethereum","COINGECKO","EUR","1E-05","0.00019513","BUY","0","staking: Bitvavo Transaction ID: daf53580-9bfa-402d-b1c9-556076372427"
"20230410","tron","COINGECKO","EUR","1E-05","0.19386","BUY","0","staking: Bitvavo Transaction ID: dd0a17fe-2ee7-44c1-8e9a-47deb1b41bac"
"20230403","ethereum","COINGECKO","EUR","1E-05","0.0001951","BUY","0","staking: Bitvavo Transaction ID: 055a9be4-4ed2-459f-8c09-7e6f2cb75865"
"20230403","tron","COINGECKO","EUR","1E-05","0.193822","BUY","0","staking: Bitvavo Transaction ID: 659cb0f7-5b78-469b-973e-5517259fae5f"
"20230403","cardano","COINGECKO","EUR","1E-05","0.000173","BUY","0","staking: Bitvavo Transaction ID: 2c41530c-5d28-465c-b8ce-c997e976d3e1"
"20230403","bitcoin","COINGECKO","EUR","1E-05","6.82E-06","BUY","0","staking: Bitvavo Transaction ID: 539ebdb4-d078-4ddc-9397-75374fb305ba"
"20230327","cardano","COINGECKO","EUR","1E-05","0.000173","BUY","0","staking: Bitvavo Transaction ID: 2b443aa1-32d5-4ac4-93ea-e9828ea5b84f"
"20230327","bitcoin","COINGECKO","EUR","1E-05","6.82E-06","BUY","0","staking: Bitvavo Transaction ID: 2984cc63-a7ac-4b82-bb3d-b1ad91a390f2"
"20230327","ethereum","COINGECKO","EUR","1E-05","0.00019506","BUY","0","staking: Bitvavo Transaction ID: 9b8a9551-29dc-4e75-8233-7371e1905ec2"
"20230327","tron","COINGECKO","EUR","1E-05","0.193784","BUY","0","staking: Bitvavo Transaction ID: 363e392d-a861-4082-bc14-a40ae08be1b7"
"20230320","cardano","COINGECKO","EUR","1E-05","0.000173","BUY","0","staking: Bitvavo Transaction ID: b7590971-f854-4199-8516-1f77cd624c19"
"20230320","bitcoin","COINGECKO","EUR","1E-05","6.82E-06","BUY","0","staking: Bitvavo Transaction ID: 14b90293-e858-45b6-871d-c0f2842a6bac"
"20230320","ethereum","COINGECKO","EUR","1E-05","0.00019502","BUY","0","staking: Bitvavo Transaction ID: 300b9763-1319-40c8-94e2-2dd0eeb473b8"
"20230320","tron","COINGECKO","EUR","1E-05","0.193746","BUY","0","staking: Bitvavo Transaction ID: 4b60ec3e-3137-4537-8572-5b9ad1193d25"
"20230313","cardano","COINGECKO","EUR","1E-05","0.000173","BUY","0","staking: Bitvavo Transaction ID: 5fe67273-18f9-4401-bd10-38d15a86d1b2"
"20230313","bitcoin","COINGECKO","EUR","1E-05","6.82E-06","BUY","0","staking: Bitvavo Transaction ID: bfe9d51b-a27e-415d-b53f-6610addbe2cf"
"20230313","ethereum","COINGECKO","EUR","1E-05","0.00019498","BUY","0","staking: Bitvavo Transaction ID: e26e6504-6ed6-422f-9cd6-3db887a38427"
"20230313","tron","COINGECKO","EUR","1E-05","0.193708","BUY","0","staking: Bitvavo Transaction ID: 3f0e3dc4-88d3-4fbe-9a0a-82bd4d4c09ee"
"20230306","ethereum","COINGECKO","EUR","1E-05","0.00019494","BUY","0","staking: Bitvavo Transaction ID: b19730a6-1469-4a87-8547-3c8037cdcb0c"
"20230306","tron","COINGECKO","EUR","1E-05","0.19367","BUY","0","staking: Bitvavo Transaction ID: 6a04e574-c1b3-4e16-a5f6-ef698b29ad04"
"20230306","cardano","COINGECKO","EUR","1E-05","0.000173","BUY","0","staking: Bitvavo Transaction ID: 7efe4bae-66bf-456b-bde8-3b3766b9bbee"
"20230306","bitcoin","COINGECKO","EUR","1E-05","6.81E-06","BUY","0","staking: Bitvavo Transaction ID: 6fa65f61-030c-43e7-a8c4-469973c2acc6"
"20230227","cardano","COINGECKO","EUR","1E-05","0.000173","BUY","0","staking: Bitvavo Transaction ID: cb83a504-b5cd-4785-8306-d2f172d387d2"
"20230227","bitcoin","COINGECKO","EUR","1E-05","6.81E-06","BUY","0","staking: Bitvavo Transaction ID: 80eb3a8a-33df-4dbf-aaa6-f89408db96d4"
"20230227","ethereum","COINGECKO","EUR","1E-05","0.00019491","BUY","0","staking: Bitvavo Transaction ID: 17b81430-ce92-4a88-a883-d67f573d4c16"
"20230227","tron","COINGECKO","EUR","1E-05","0.193632","BUY","0","staking: Bitvavo Transaction ID: 2a743a7a-bd76-4618-b4c8-203c5ae59b0f"
"20230220","tron","COINGECKO","EUR","1E-05","0.193594","BUY","0","staking: Bitvavo Transaction ID: 1ad03b48-f9c6-4d26-8453-9236aafa70ec"
"20230220","bitcoin","COINGECKO","EUR","1E-05","6.81E-06","BUY","0","staking: Bitvavo Transaction ID: f2fce53e-c256-4af8-b763-d47b14fbbe8d"
"20230220","ethereum","COINGECKO","EUR","1E-05","0.00019487","BUY","0","staking: Bitvavo Transaction ID: f83f48c8-5407-4ee8-bc5b-618add704e91"
"20230220","cardano","COINGECKO","EUR","1E-05","0.000173","BUY","0","staking: Bitvavo Transaction ID: e8a82269-7ae6-49d0-be06-678fc1850082"
"20230213","ethereum","COINGECKO","EUR","1E-05","0.00019483","BUY","0","staking: Bitvavo Transaction ID: ef01aee8-e0d7-4c7b-94c4-189d1125e8bd"
"20230213","tron","COINGECKO","EUR","1E-05","0.193556","BUY","0","staking: Bitvavo Transaction ID: 6109ed30-2796-413b-849a-51a31ca4799f"
"20230213","cardano","COINGECKO","EUR","1E-05","0.000172","BUY","0","staking: Bitvavo Transaction ID: 3f2e7fc4-5c2e-4c73-8790-672c5f60d1fe"
"20230213","bitcoin","COINGECKO","EUR","1E-05","6.81E-06","BUY","0","staking: Bitvavo Transaction ID: 4cc51b89-77f6-45ad-9020-1cfc2d05791e"
"20230206","ethereum","COINGECKO","EUR","1E-05","0.00019479","BUY","0","staking: Bitvavo Transaction ID: 4e3f25ed-a705-4c80-a862-46f463e35d7d"
"20230206","tron","COINGECKO","EUR","1E-05","0.193518","BUY","0","staking: Bitvavo Transaction ID: 63d3d37a-314e-418e-91c6-bd09c622faed"
