"date";"time";"currencyDate";"product";"isin";"description";"fx";"currency";"amount";"col1";"col2";"orderId"
"Datum";"Tijd";"Valutadatum";"Product";"ISIN";"Omschrijving";"FX";"Mutatie";"";"Saldo";"";"Order Id"
"04-09-2020";"00:00";"03-09-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.25";
"03-09-2020";"00:00";"02-09-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.25";
"02-09-2020";"00:00";"01-09-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.26";
"01-09-2020";"00:00";"31-08-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.26";
"31-08-2020";"00:00";"30-08-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.26";
"28-08-2020";"00:00";"27-08-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.26";
"27-08-2020";"00:00";"26-08-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.27";
"26-08-2020";"00:00";"25-08-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.27";
"25-08-2020";"00:00";"24-08-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.27";
"24-08-2020";"00:00";"23-08-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.27";
"21-08-2020";"00:00";"20-08-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.28";
"20-08-2020";"00:00";"19-08-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.28";
"19-08-2020";"00:00";"18-08-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.28";
"18-08-2020";"00:00";"17-08-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.28";
"17-08-2020";"00:00";"16-08-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.28";
"14-08-2020";"00:00";"13-08-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.29";
"13-08-2020";"00:00";"12-08-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.29";
"12-08-2020";"00:00";"11-08-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.29";
"11-08-2020";"00:00";"10-08-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.29";
"10-08-2020";"00:00";"09-08-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.29";
"07-08-2020";"00:00";"06-08-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.30";
"06-08-2020";"00:00";"05-08-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.30";
"05-08-2020";"00:00";"04-08-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.30";
"04-08-2020";"00:00";"03-08-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.30";
"03-08-2020";"00:00";"02-08-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.30";
"31-07-2020";"00:00";"30-07-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.31";
"30-07-2020";"00:00";"29-07-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.31";
"29-07-2020";"00:00";"28-07-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.31";
"28-07-2020";"00:00";"27-07-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.31";
"27-07-2020";"00:00";"26-07-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"-0.01";"EUR";"99.31";
"23-07-2020";"16:26";"23-07-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Conversie geldmarktfonds: Koop 0,005034 @ 9.930,9376 EUR";"";"";"";"EUR";"99.32";
"23-07-2020";"00:00";"22-07-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"50.00";
"08-04-2020";"16:27";"08-04-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Conversie geldmarktfonds: Koop 0,002011 @ 9.944,3666 EUR";"";"";"";"EUR";"0.00";
